,number,value,datetime_start,datetime_complete,duration,params_algorithm,params_dropout_rate,params_lr_Adadelta,params_lr_Adam,params_lr_AdamW,params_lr_SGD,params_momentum_SGD,params_nesterov_SGD,params_suggested_freeze,params_weight_decay_Adadelta,params_weight_decay_Adam,params_weight_decay_AdamW,params_weight_decay_SGD,state
93,93,37.5,2025-05-25 10:16:43.697157,2025-05-25 10:16:49.648953,0 days 00:00:05.951796,AdamW,0.23425714480673104,,,3.5559197582778416e-05,,,,1,,,0.0006564721711302862,,PRUNED
94,94,39.583333333333336,2025-05-25 10:16:49.684070,2025-05-25 10:16:55.759596,0 days 00:00:06.075526,AdamW,0.07007345129423936,,,7.366898038944489e-05,,,,2,,,0.0007648964406713195,,PRUNED
95,95,47.916666666666664,2025-05-25 10:16:55.796156,2025-05-25 10:17:07.006344,0 days 00:00:11.210188,AdamW,0.29558963908716734,,,2.6936864445910454e-05,,,,4,,,0.008710649076708817,,COMPLETE
96,96,31.25,2025-05-25 10:17:07.056634,2025-05-25 10:17:13.071430,0 days 00:00:06.014796,AdamW,0.32983551212333934,,,5.056113220080974e-05,,,,1,,,0.0013886532881348288,,PRUNED
97,97,39.583333333333336,2025-05-25 10:17:13.107326,2025-05-25 10:17:19.088969,0 days 00:00:05.981643,Adam,0.42197487327394234,,0.0009749536913735565,,,,,0,,0.09249797233124378,,,PRUNED
98,98,33.333333333333336,2025-05-25 10:17:19.125670,2025-05-25 10:17:25.129904,0 days 00:00:06.004234,AdamW,0.09900945554501442,,,9.38878830117859e-05,,,,3,,,0.0010179427411776368,,PRUNED
99,99,33.333333333333336,2025-05-25 10:17:25.165414,2025-05-25 10:17:31.162988,0 days 00:00:05.997574,AdamW,0.02906563107673416,,,0.00018036790011730533,,,,3,,,0.00045317772595480547,,PRUNED
100,100,33.333333333333336,2025-05-25 10:17:31.208073,2025-05-25 10:17:37.212116,0 days 00:00:06.004043,Adadelta,0.3822710206776795,0.14348854720522328,,,,,,4,3.7895102440099517,,,,PRUNED
101,101,31.25,2025-05-25 10:17:37.247720,2025-05-25 10:17:43.209139,0 days 00:00:05.961419,AdamW,0.01871574455615617,,,1.4807706852028079e-05,,,,7,,,0.002440828875856764,,PRUNED
102,102,29.166666666666668,2025-05-25 10:17:43.244063,2025-05-25 10:17:49.220964,0 days 00:00:05.976901,AdamW,0.008749858964187764,,,1.308824807375509e-05,,,,5,,,0.002210595418716481,,PRUNED
103,103,50.0,2025-05-25 10:17:49.256395,2025-05-25 10:18:00.582936,0 days 00:00:11.326541,AdamW,0.040910754924831046,,,1.966237108039074e-05,,,,4,,,0.001834791569470229,,PRUNED
104,104,58.333333333333336,2025-05-25 10:18:00.620267,2025-05-25 10:18:11.714415,0 days 00:00:11.094148,AdamW,0.003671937752101506,,,1.2228053898822109e-05,,,,9,,,0.003714938444573141,,COMPLETE
105,105,47.916666666666664,2025-05-25 10:18:11.765379,2025-05-25 10:18:22.946985,0 days 00:00:11.181606,AdamW,0.05366411111582834,,,1.978406410421764e-05,,,,9,,,0.0037765238217012612,,COMPLETE
106,106,33.333333333333336,2025-05-25 10:18:22.998606,2025-05-25 10:18:28.971027,0 days 00:00:05.972421,AdamW,0.2745901954978551,,,1.1992373768354837e-05,,,,12,,,0.005114610692910095,,PRUNED
107,107,33.333333333333336,2025-05-25 10:18:29.007215,2025-05-25 10:18:34.968565,0 days 00:00:05.961350,AdamW,0.1843826795313682,,,0.007061795457071586,,,,11,,,0.003330182766914061,,PRUNED
108,108,,2025-05-25 10:18:35.003366,2025-05-25 10:18:40.188410,0 days 00:00:05.185044,SGD,0.15238295226948712,,,,0.000840463647952095,72.1949632095048,True,10,,,,0.2638107846204855,PRUNED
109,109,37.5,2025-05-25 10:18:40.215115,2025-05-25 10:18:42.869874,0 days 00:00:02.654759,AdamW,0.2563662058780906,,,4.5073602284372115e-05,,,,8,,,0.007594229789664099,,PRUNED
110,110,37.5,2025-05-25 10:18:42.897516,2025-05-25 10:18:47.337524,0 days 00:00:04.440008,AdamW,0.013399371092986306,,,2.8828663948384088e-05,,,,6,,,0.004564232841311672,,PRUNED
111,111,27.083333333333332,2025-05-25 10:18:47.374826,2025-05-25 10:18:53.444243,0 days 00:00:06.069417,AdamW,0.034216314187827175,,,1.5363185211661124e-05,,,,7,,,0.0026586954080067312,,PRUNED
112,112,35.416666666666664,2025-05-25 10:18:53.480377,2025-05-25 10:18:59.437367,0 days 00:00:05.956990,AdamW,0.050506409180320344,,,1.7658272319304e-05,,,,10,,,0.0022175391645372247,,PRUNED
113,113,31.25,2025-05-25 10:18:59.471568,2025-05-25 10:19:04.577667,0 days 00:00:05.106099,AdamW,0.0043407185472230676,,,1.1632251336363434e-05,,,,5,,,0.006577173629985945,,PRUNED
114,114,31.25,2025-05-25 10:19:04.610846,2025-05-25 10:19:08.711834,0 days 00:00:04.100988,AdamW,0.02149259832187364,,,1.0151744238485853e-05,,,,13,,,0.004258458722070277,,PRUNED
115,115,27.083333333333332,2025-05-25 10:19:08.739515,2025-05-25 10:19:10.803096,0 days 00:00:02.063581,AdamW,0.006342497984619822,,,2.3187567613197807e-05,,,,9,,,0.005526791283038019,,PRUNED
116,116,37.5,2025-05-25 10:19:10.830151,2025-05-25 10:19:13.119687,0 days 00:00:02.289536,AdamW,0.3188177516863929,,,1.589943671217269e-05,,,,11,,,0.0008009046618725312,,PRUNED
117,117,33.333333333333336,2025-05-25 10:19:13.154259,2025-05-25 10:19:19.105026,0 days 00:00:05.950767,AdamW,0.06515185264751534,,,3.510902389806518e-05,,,,6,,,0.0001167353760458405,,PRUNED
118,118,47.916666666666664,2025-05-25 10:19:19.139769,2025-05-25 10:19:30.399137,0 days 00:00:11.259368,AdamW,0.0003539189051072599,,,2.615355828865955e-05,,,,4,,,0.0030037158612681745,,COMPLETE
119,119,35.416666666666664,2025-05-25 10:19:30.450111,2025-05-25 10:19:36.495860,0 days 00:00:06.045749,AdamW,0.08253789782085602,,,1.2794859799465186e-05,,,,5,,,0.0012350903137086373,,PRUNED
120,120,33.333333333333336,2025-05-25 10:19:36.533822,2025-05-25 10:19:42.531538,0 days 00:00:05.997716,Adam,0.4891550998050476,,0.01230268987695053,,,,,3,,7.3798664816391275,,,PRUNED
121,121,31.25,2025-05-25 10:19:42.567462,2025-05-25 10:19:48.546056,0 days 00:00:05.978594,Adam,0.3550595070698338,,6.552731859273825e-05,,,,,8,,0.06891260550327048,,,PRUNED
122,122,33.333333333333336,2025-05-25 10:19:48.581046,2025-05-25 10:19:56.721066,0 days 00:00:08.140020,Adam,0.2837497763185704,,6.288204206825251e-05,,,,,7,,0.04738300904506988,,,PRUNED
123,123,33.333333333333336,2025-05-25 10:19:56.757086,2025-05-25 10:20:02.709206,0 days 00:00:05.952120,Adam,0.3463452308205102,,0.0008869031052262668,,,,,8,,0.8538654986700931,,,PRUNED
124,124,29.166666666666668,2025-05-25 10:20:02.746566,2025-05-25 10:20:08.718448,0 days 00:00:05.971882,Adam,0.39727386134225984,,3.9103807982357224e-05,,,,,7,,0.2035927748952814,,,PRUNED
