,number,value,datetime_start,datetime_complete,duration,params_algorithm,params_dropout_rate,params_lr_Adadelta,params_lr_Adam,params_lr_AdamW,params_lr_SGD,params_momentum_SGD,params_nesterov_SGD,params_suggested_freeze,params_weight_decay_Adadelta,params_weight_decay_Adam,params_weight_decay_AdamW,params_weight_decay_SGD,state
86,86,37.5,2025-05-24 19:59:46.806004,2025-05-24 19:59:52.837638,0 days 00:00:06.031634,AdamW,0.21885266150981716,,,5.042680473426033e-05,,,,4,,,0.0004736403926646603,,PRUNED
87,87,,2025-05-24 19:59:52.875105,2025-05-24 19:59:58.260794,0 days 00:00:05.385689,SGD,0.3433946927525694,,,,0.08464184854537554,71.91471893329434,False,4,,,,0.21320605984942156,PRUNED
88,88,33.333333333333336,2025-05-24 19:59:58.294684,2025-05-24 20:00:04.321480,0 days 00:00:06.026796,AdamW,0.004066731873564197,,,0.0002195879747261175,,,,3,,,0.001293896830507943,,PRUNED
89,89,37.5,2025-05-24 20:00:04.361762,2025-05-24 20:00:10.301484,0 days 00:00:05.939722,AdamW,0.23295332693573417,,,7.268896869385712e-05,,,,1,,,0.0024550683310631824,,PRUNED
90,90,33.333333333333336,2025-05-24 20:00:10.336769,2025-05-24 20:00:16.298313,0 days 00:00:05.961544,AdamW,0.40139446899455716,,,0.00014563666678779188,,,,6,,,0.0008042552818723432,,PRUNED
91,91,33.333333333333336,2025-05-24 20:00:16.336143,2025-05-24 20:00:24.461168,0 days 00:00:08.125025,AdamW,0.34354589927936235,,,7.119336015426827e-05,,,,12,,,0.001600568003988666,,PRUNED
92,92,37.5,2025-05-24 20:00:24.498707,2025-05-24 20:00:30.484376,0 days 00:00:05.985669,AdamW,0.1714060811636612,,,5.783348061754551e-05,,,,13,,,0.0016037460619128658,,PRUNED
93,93,37.5,2025-05-24 20:00:30.521752,2025-05-24 20:00:36.539817,0 days 00:00:06.018065,AdamW,0.4324446563413654,,,9.547576363283308e-05,,,,11,,,0.0020100613759860757,,PRUNED
94,94,33.333333333333336,2025-05-24 20:00:36.577664,2025-05-24 20:00:42.395846,0 days 00:00:05.818182,AdamW,0.3629532248858379,,,4.334790321357052e-05,,,,12,,,0.0014509254135725714,,PRUNED
95,95,43.75,2025-05-24 20:00:42.421863,2025-05-24 20:00:46.389377,0 days 00:00:03.967514,AdamW,0.3335615918188006,,,2.7636671486134932e-05,,,,13,,,0.0010386642850991584,,PRUNED
96,96,33.333333333333336,2025-05-24 20:00:46.422792,2025-05-24 20:00:50.043326,0 days 00:00:03.620534,AdamW,0.3144685332682216,,,6.67885665248927e-05,,,,11,,,0.0018056576947643862,,PRUNED
97,97,33.333333333333336,2025-05-24 20:00:50.075568,2025-05-24 20:00:53.250545,0 days 00:00:03.174977,Adam,0.25619044576546796,,0.007862719062172046,,,,,12,,0.24630286628533862,,,PRUNED
